"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
" RNU6-114P ",0.118083333333334,5.05650833333333,1.17190001183485,0.268459289814004,0.382230442010247,-7.07048579843495
" AGAP1 ",0.0981266666666656,9.65567333333333,1.1718785778053,0.268467508067451,0.382230442010247,-7.07051004303503
" NES ",-0.111259999999999,6.83822333333333,-1.17184250673616,0.268481338917482,0.382230442010247,-7.07055084322096
" TESK2 ",-0.138666666666666,5.76499,-1.17166928212225,0.268547766885113,0.38228151883118,-7.07074676528465
" OR2AT4 ",-0.0980933333333303,7.11919666666667,-1.17166340818756,0.268550019643151,0.38228151883118,-7.07075340849053
" LOC441239 ",-0.10784,6.46415666666667,-1.17137042176814,0.268662404154646,0.382400838488282,-7.07108473342412
" ICK ",0.105263333333335,9.36083166666667,1.1713593414815,0.268666655092702,0.382400838488282,-7.07109726238108
" OR4C50P ",-0.123163333333331,7.466595,-1.17117374326703,0.268737867548113,0.382478839701018,-7.07130711291865
" RN7SKP50 ",-0.0997466666666664,7.10323666666667,-1.17104517028061,0.268787208688359,0.382525705129119,-7.07145247190364
" C7orf72 ",0.124079999999999,8.60490333333333,1.17082791557793,0.268870598635368,0.382621018585574,-7.07169806306629
" ZFP41 ",0.133433333333333,11.1645166666667,1.17077285277789,0.268891736921764,0.382626470893443,-7.07176030220353
" RNU4-28P ",0.100240000000002,4.34380333333333,1.17073240970076,0.268907263621856,0.382626470893443,-7.07180601481547
" KIAA1804 ",-0.0829666666666657,10.0916833333333,-1.17057039406293,0.268969470971052,0.382691621996357,-7.07198912829506
" RN7SL209P ",-0.0991833333333325,7.66645166666667,-1.17028426474946,0.26907936075195,0.382824603897308,-7.07231247073582
" CHGA ",-0.0810300000000002,9.960305,-1.16993978188126,0.269211708823182,0.382979668208761,-7.07270167651081
" IER3IP1 ",-0.114203333333332,5.323195,-1.16991504095455,0.269221216112427,0.382979668208761,-7.0727296261144
" CXorf23 ",0.120913333333338,10.1100766666667,1.16985425994223,0.269244573791841,0.382989519766032,-7.07279828797729
" LRRC53 ",-0.126649999999998,6.56620166666667,-1.16980425185572,0.269263792723,0.3829934832781,-7.07285477807116
" NLRP3 ",0.079383333333336,9.405135,1.16943218215323,0.269406819394352,0.383173536316846,-7.07327501764335
" C17orf50 ",0.082936666666666,7.39413166666667,1.16933647897628,0.269443618225172,0.383202490235177,-7.07338309460392
" TRAPPC6B ",-0.107089999999999,5.66631833333333,-1.16900355528431,0.269571661766443,0.383361200853651,-7.07375901084704
" FOXL2 ",-0.114266666666666,6.80234,-1.16862853555149,0.269715953348612,0.383526129210189,-7.07418236200213
" WBSCR16 ",0.103453333333333,5.52925333333333,1.16858782930544,0.269731619056655,0.383526129210189,-7.07422830814717
" GNG5 ",-0.0824600000000011,9.92802333333333,-1.16857384204598,0.269737002188759,0.383526129210189,-7.07424409563198
" WDPCP ",-0.11765,6.69716833333333,-1.16814067065497,0.269903754544365,0.383739816212134,-7.07473294721173
" CLCN5 ",0.102283333333334,8.38774166666667,1.16787144871961,0.270007434570715,0.383863808560428,-7.07503670583416
" WWP2 ",0.106936666666666,3.75031166666667,1.16765886674999,0.270089324283756,0.383949435386856,-7.07527652097844
" WSCD1 ",-0.088803333333332,4.40407166666667,-1.16762957072729,0.270100611086922,0.383949435386856,-7.07530956741984
" FMO1 ",-0.0914933333333332,4.32795333333333,-1.16749529710607,0.27015234712086,0.383999558110989,-7.0754610224302
" TAT ",-0.117043333333331,5.870105,-1.16732855229847,0.270216605330441,0.384065068224855,-7.07564908516996
" MAP3K7CL ",-0.0973066666666655,6.58826333333333,-1.16729018649171,0.270231392020397,0.384065068224855,-7.07569235306911
" ZNRD1-AS1 ",-0.127706666666666,6.64691666666667,-1.1670725956015,0.270315266558869,0.384147352998216,-7.0759377256493
" MAU2 ",-0.114639999999998,7.99704333333333,-1.16705447506693,0.270322252393004,0.384147352998216,-7.07595815822085
" ARSF ",-0.0817100000000002,7.286875,-1.16672268156685,0.270450190812099,0.384305730841214,-7.07633224335865
" PHC3 ",-0.109156666666667,7.524835,-1.1665163423681,0.270529778674555,0.38439004816326,-7.07656484258313
" GYS2 ",0.149906666666666,7.17326,1.16646556951288,0.270549365305696,0.38439004816326,-7.0766220723215
" RN7SL368P ",0.0791000000000022,13.5136166666667,1.16644058119735,0.270559005454082,0.38439004816326,-7.0766502377552
" HCG4 ",-0.088633333333334,5.09934333333333,-1.16628714847623,0.270618203651011,0.38445071757248,-7.07682316850308
" LOC729800 ",0.09179,4.01170833333333,1.16621391827287,0.270646461318635,0.384467426949073,-7.07690569861189
" REST ",-0.127333333333333,11.3981,-1.16592519992046,0.270757893135021,0.384602280308261,-7.0772310445358
" CEP112 ",0.0811666666666646,11.40905,1.16570192443175,0.270844091967774,0.384701276829357,-7.07748260337716
" SNX19P1 ",0.0950633333333339,7.14807166666667,1.16564954195124,0.270864318152347,0.384706560827346,-7.07754161609061
" RNU6-811P ",-0.112449999999998,7.25451833333333,-1.16555392733619,0.270901240428133,0.384735556069618,-7.07764932778463
" SLC26A4 ",0.0921100000000008,7.43674833333333,1.16537192660333,0.27097153234043,0.384811936647478,-7.07785433654068
" LOC440173 ",-0.0799633333333336,7.79463833333333,-1.16514969943179,0.271057379996391,0.384910397585809,-7.07810462405969
" MAX ",0.0926100000000005,8.77880166666667,1.16498476961157,0.27112110726918,0.384977436768782,-7.07829035590958
" PEA15 ",-0.0963599999999989,7.65772333333333,-1.16486068097099,0.271169061726955,0.385022072596414,-7.07843008224866
" ELMSAN1 ",-0.102753333333333,6.15987,-1.1644575471207,0.271324900449611,0.385219874194633,-7.07888394109722
" TIMM8B ",-0.138866666666667,5.36739333333333,-1.16437499449879,0.271356821409486,0.385241727269958,-7.07897686630992
" MIR186 ",-0.0990233333333315,4.27618833333333,-1.16429444753063,0.271387969699722,0.385262480801037,-7.07906752903426
" AP1G2 ",-0.105439999999999,6.18759,-1.1640838410306,0.271469426638588,0.385354645634057,-7.0793045627091
" TTC4 ",-0.108030000000001,7.53734833333333,-1.16392146176872,0.271532243785353,0.385420341407139,-7.07948729526867
" CFHR3 ",-0.10081,5.16178833333333,-1.16332767627324,0.271762050307963,0.385723044061123,-7.08015534325888
" MUC19 ",-0.151413333333332,3.39988,-1.16316396908207,0.271825435223991,0.385770332890515,-7.08033947908686
" TWIST1 ",0.0910333333333355,10.7634166666667,1.16315612881524,0.271828471148622,0.385770332890515,-7.08034829722756
" PALD1 ",-0.084153333333334,3.80598666666667,-1.16304388239358,0.27187193838543,0.385808528248248,-7.08047453857763
" MIR128-2 ",-0.103536666666669,8.78500833333333,-1.16294707494004,0.271909431323841,0.38582677466769,-7.08058340857897
" LOC101927122 ",-0.11012,9.29242333333333,-1.16292519845037,0.271917904521881,0.38582677466769,-7.08060801000081
" ZNF716 ",-0.129019999999999,5.23744666666667,-1.16278059394275,0.271973917967005,0.385873989823984,-7.08077061756772
" TUBB2A ",0.0871000000000013,11.1537166666667,1.16275381364939,0.271984292479873,0.385873989823984,-7.08080073028174
" KCNH7 ",-0.0906700000000011,8.160145,-1.16266801509585,0.272017532393867,0.385897658256976,-7.08089720167231
" TMEM178A ",0.121146666666668,9.54332333333333,1.16254797168806,0.272064044777435,0.385940151651106,-7.08103216868494
" TBC1D21 ",-0.0995333333333352,5.88956666666667,-1.16234152868377,0.27214404852157,0.386016738028071,-7.08126425155357
" ENTPD3 ",-0.0911766666666667,7.75326166666667,-1.16232318561388,0.272151157990186,0.386016738028071,-7.08128487128374
" SLC4A4 ",-0.190099999999999,4.40285,-1.16227705019548,0.272169039959866,0.386018609769647,-7.08133673173045
" SIK1 ",-0.0855566666666654,5.95983833333333,-1.16217342729215,0.272209207318388,0.386047027135489,-7.08145320767797
" ING2 ",0.130396666666667,7.81354166666667,1.16213990327078,0.27222220324245,0.386047027135489,-7.0814908882166
" UBE2Q2P2 ",0.110553333333336,7.58533,1.16202294583592,0.272267546810359,0.386087838495317,-7.08162234028592
" CRIP1P4 ",-0.0932433333333318,8.31436166666667,-1.16177921787297,0.272362057604019,0.386198362023293,-7.08189624130439
" SLC38A8 ",-0.0816000000000017,5.72827333333333,-1.16168091197456,0.272400185185051,0.386228927856673,-7.08200670490704
" DCN ",-0.14545,5.10313833333333,-1.16157901612319,0.272439709570176,0.386238029165046,-7.0821211949295
" DENND3 ",0.109516666666668,6.71314833333333,1.16157891784709,0.272439747692683,0.386238029165046,-7.08212130534868
" KRTAP3-3 ",-0.117853333333334,6.61918,-1.1612540928689,0.272565774344292,0.386393194005377,-7.08248622713562
" FAM189B ",0.0975000000000019,10.5520833333333,1.16105465283799,0.27264317656964,0.386463389887024,-7.08271024779264
" IGKV2D-24 ",-0.123603333333333,7.39502166666667,-1.1610410559887,0.272648454108737,0.386463389887024,-7.08272551936237
" SPINK5 ",-0.0951166666666676,5.73006833333333,-1.1607040942239,0.272779269686086,0.386625300326782,-7.08310394110987
" YWHAZ ",-0.0817233333333327,5.193545,-1.16047006742231,0.272870152954857,0.386730596224923,-7.08336671348484
" SNRPA1 ",0.0917200000000005,4.11143333333333,1.16009737559414,0.273014935570217,0.386912264583185,-7.08378509982767
" KRTAP5-9 ",-0.100283333333331,7.420805,-1.16004962675209,0.27303348933621,0.386915032283033,-7.08383869559907
" FAHD1 ",-0.0797433333333331,4.73105833333333,-1.15955990435133,0.273223838270497,0.38715430272367,-7.0843882883431
" DGCR6 ",0.0918266666666678,9.39028,1.15950861828796,0.27324377858158,0.38715430272367,-7.0844458340852
" RNU6-572P ",-0.0799433333333344,4.870425,-1.15948704173765,0.273252168009799,0.38715430272367,-7.08447004356415
" TYRP1 ",-0.0853666666666637,10.9267833333333,-1.1590848616067,0.273408581571758,0.387352368287214,-7.084921237815
" MAGEA3 ",-0.0994166666666656,5.422055,-1.15825858234769,0.273730155212983,0.387784386551727,-7.08584784220304
" LOC401040 ",-0.0770499999999981,8.32966166666667,-1.15793020932801,0.273858035241001,0.387941969693188,-7.08621594569815
" GNPTAB ",-0.0824966666666671,3.770445,-1.15777132619159,0.273919926866696,0.388006061473325,-7.08639402383324
" FLJ42627 ",-0.086990000000001,4.92293833333333,-1.15716998841435,0.2741542730796,0.388314411587131,-7.0870678416936
" RNU6-529P ",0.146566666666665,10.8104166666667,1.1566856742619,0.274343129277175,0.388558295701454,-7.08761033673893
" TMEM150B ",-0.12304,8.00678666666667,-1.15644362140601,0.27443755521176,0.388647167204233,-7.08788140257422
" RN7SKP293 ",0.108623333333334,3.84722833333333,1.1564393349542,0.274439227607468,0.388647167204233,-7.0878862024193
" PCDHB3 ",-0.119513333333333,6.23122666666667,-1.15638773203292,0.274459361558266,0.388652065121727,-7.08794398481636
" PLCZ1 ",-0.11854,7.56633666666667,-1.15607568480008,0.274581138101267,0.388800886131605,-7.08829335793144
" UTP23 ",-0.0834500000000009,7.145995,-1.15535797896269,0.27486138485481,0.389174065780394,-7.0890966398042
" C6orf99 ",0.0805900000000008,7.653565,1.15501201003631,0.274996557924553,0.389341803884556,-7.08948372446283
" XAGE1B ",0.134589999999998,5.01506833333333,1.15463079560799,0.275145562432866,0.389529103056722,-7.0899101407547
" TRIM32 ",0.0782333333333352,11.40055,1.1543910390338,0.275239308209905,0.389638153331405,-7.09017827098952
" ZCCHC5 ",0.0795000000000012,12.7720166666667,1.1542710044839,0.27528625165904,0.38968093941192,-7.09031249488391
" SLC5A10 ",-0.094199999999999,6.39912333333333,-1.15421653973829,0.275307553967054,0.389687426230422,-7.09037339441782
" C10orf126 ",0.10562,8.66690333333333,1.15410855901258,0.27534979134411,0.389723543259682,-7.09049412613648
" RPL8 ",-0.0989766666666672,6.84001833333333,-1.15397081326614,0.27540367892275,0.389776144319439,-7.09064812517699
" ESYT1 ",-0.122929999999998,6.63632166666667,-1.15340105179003,0.275626663914897,0.39006804638196,-7.0912849663908
" CCSER1 ",0.103770000000001,10.116115,1.15332698880242,0.275655660064378,0.390085395817879,-7.09136773138504
" STK36 ",0.0834666666666664,12.2675666666667,1.15322611872886,0.275695155232946,0.390117599600163,-7.09148044662163
" RPS12 ",-0.0786333333333289,10.8764833333333,-1.15313717555705,0.275729984183864,0.390143197023635,-7.09157982813023
" RNU6-1335P ",-0.117553333333334,6.78494666666667,-1.15192287580677,0.276205834604435,0.390792775276244,-7.09293605146914
" IFNLR1 ",-0.0935599999999992,5.57918333333333,-1.15183477777823,0.276240382941155,0.390817931601888,-7.09303440360953
" PRB1 ",-0.095699999999999,5.54639666666667,-1.15136707560409,0.276423853056371,0.391053762864027,-7.09355644731569
" MRPL2 ",0.109196666666667,7.85077833333333,1.15119339740081,0.2764920079437,0.391126440224801,-7.09375026360202
" ACSS2 ",-0.101076666666668,6.81626833333333,-1.1510956870944,0.276530357288777,0.391140925458374,-7.09385929363983
" GPR179 ",-0.0800033333333312,6.23241166666667,-1.1510817899648,0.276535811975076,0.391140925458374,-7.09387480017568
" HLA-L ",0.108700000000002,6.94182666666667,1.15086754606236,0.276619914401486,0.391236139629555,-7.0941138372253
" C15orf41 ",0.0856066666666653,6.18153666666667,1.15066518982306,0.276699368769488,0.391324768683887,-7.09433957965943
" SLC6A2 ",0.101386666666667,3.88933666666667,1.15023915788226,0.276866707258789,0.391537670413239,-7.09481474856143
" FXYD4 ",0.101873333333335,9.49336666666667,1.14985231218998,0.277018723041145,0.391728878650647,-7.09524609494393
" RNU6-843P ",0.0808966666666686,7.838695,1.149559011619,0.27713402290818,0.391856514697719,-7.09557306123345
" HTR7P1 ",0.0984066666666665,4.27769666666667,1.14953717407052,0.277142609013481,0.391856514697719,-7.09559740279189
" KRTAP24-1 ",-0.100379999999999,7.25298,-1.14938395914589,0.277202856072692,0.391891989506386,-7.09576817620201
" EID2B ",0.118746666666666,6.04581666666667,1.14936757497009,0.277209299256303,0.391891989506386,-7.09578643697868
" RN7SL394P ",-0.148603333333333,6.88715833333333,-1.14934509001598,0.277218141802539,0.391891989506386,-7.09581149697649
" OR1K1 ",-0.0928533333333341,7.0682,-1.14923776507574,0.277260352007977,0.391927888418845,-7.09593110791513
" SEC23IP ",0.0810633333333337,6.81611833333333,1.14877964201729,0.277440585733389,0.392158877535817,-7.09644157832144
" PLEKHG2 ",-0.0814500000000002,4.21206833333333,-1.14870789250316,0.277468821612754,0.392164270611568,-7.09652151216218
" RDH13 ",-0.0823999999999998,11.6038,-1.14868443550639,0.277478053231019,0.392164270611568,-7.09654764402318
" RHOU ",-0.0913399999999989,6.63858333333333,-1.14833913633774,0.277613975413084,0.392313360386435,-7.09693227128508
" HS3ST3A1 ",0.077236666666666,8.913205,1.14833092736118,0.277617207399214,0.392313360386435,-7.09694141415083
" ERF ",0.0888233333333339,8.86580166666667,1.14822160822025,0.277660250659778,0.392350397849366,-7.09706316514355
" RN7SL88P ",0.156286666666668,8.37402666666667,1.14813110364333,0.277695889856992,0.39237696907529,-7.09716395524723
" FLJ35816 ",-0.105026666666667,5.48810666666667,-1.14807397836714,0.277718386693521,0.392384968396331,-7.09722756947661
" BDKRB1 ",0.108666666666668,11.1960666666667,1.147673337618,0.277876205648088,0.392580322233768,-7.09767365150947
" MFHAS1 ",0.133646666666667,3.85890666666667,1.14763746454863,0.277890340078633,0.392580322233768,-7.0977135875374
" ZNF713 ",-0.0874866666666652,9.09125,-1.14703016056078,0.278129711161434,0.39289467107337,-7.09838952914757
" CD2BP2 ",-0.103826666666667,5.61396,-1.14677354302397,0.278230906628437,0.393011217552467,-7.09867506722324
" LINC00334 ",-0.097839999999997,6.91069333333333,-1.14673542923529,0.278245939024038,0.393011217552467,-7.09871747222019
" USP22 ",0.0911466666666678,5.55620333333333,1.14667183529507,0.278271022425483,0.393022828728077,-7.09878822375793
" HDDC3 ",0.0907166666666672,5.90028833333333,1.14629642279999,0.278419132867145,0.393170901123476,-7.09920582821649
" PWP1 ",0.100883333333332,9.485765,1.14628438664241,0.278423882484067,0.393170901123476,-7.09921921536237
" SAMD14 ",0.111170000000001,5.72965833333333,1.14624101398587,0.27844099840019,0.393170901123476,-7.09926745545184
" NOP9 ",-0.106070000000001,8.69848166666667,-1.14623508382618,0.278443338651224,0.393170901123476,-7.09927405100627
" TNFRSF25 ",-0.0960866666666664,7.79523666666667,-1.14619005150185,0.278461110505872,0.393172175595829,-7.09932413533754
" MYO1A ",-0.0960166666666673,9.74558166666667,-1.14609542653186,0.278498456836468,0.393201086351318,-7.09942937101005
" PRRG4 ",0.10775,4.94706833333333,1.14574260885394,0.278637740691942,0.393373906493857,-7.09982169290271
" LATS1 ",0.120786666666668,3.65753,1.14560297025673,0.278692881744283,0.393427922157118,-7.09997694093423
" FGL1 ",-0.101836666666667,6.04162166666667,-1.14553675798861,0.278719030909546,0.393441006202458,-7.10005054963649
" HIST1H2BA ",0.0821333333333385,11.2945666666667,1.14541173265912,0.278768412335529,0.393486881437995,-7.10018953238488
" GALNT6 ",-0.0760999999999985,10.1252833333333,-1.14458113112545,0.279096650779314,0.393926339230513,-7.1011125640476
" IFITM3 ",-0.0832499999999996,7.01063166666667,-1.14436021041135,0.279184005694027,0.39402577332631,-7.10135798252024
" ENPP3 ",-0.084833333333334,5.19504666666667,-1.14410155685347,0.279286307962768,0.39414629002048,-7.101645271801
" GSTT1 ",-0.10741,7.826285,-1.14397093327997,0.279337983194716,0.39419534840877,-7.10179033786096
" TMSB4X ",-0.109166666666666,3.92126,-1.14389796119774,0.279366854525683,0.394212222463528,-7.10187137261678
" LPL ",-0.0991033333333338,6.13051166666667,-1.14374016422355,0.279429294755365,0.394276460398552,-7.10204659098417
" TLDC2 ",0.0893099999999993,9.75204166666667,1.143682822927,0.279451987409965,0.394284609877356,-7.10211025838341
" LARS2 ",0.0918633333333325,4.69682833333333,1.14324357552974,0.279625866334691,0.394506057304034,-7.10259788387273
" HYAL1 ",0.124666666666668,7.43696333333333,1.14301880403088,0.279714876448166,0.394607749251099,-7.10284735575321
" CTSW ",-0.0758700000000001,8.49099833333333,-1.14294077761899,0.279745780317913,0.394627460469047,-7.10293394776293
" RN7SL393P ",0.0992666666666686,8.82300333333333,1.14279543453321,0.279803353407647,0.39468478834788,-7.10309523424369
" DDRGK1 ",-0.0833333333333339,11.8285333333333,-1.14271941504565,0.279833469841259,0.394703381843998,-7.10317958640628
" ERVMER61-1 ",-0.0807800000000007,9.19944666666667,-1.1424680511672,0.279933070108876,0.394819973677917,-7.1034584721823
" OR10K2 ",-0.137236666666667,6.30002166666667,-1.14209996117846,0.280078972079984,0.395001851764988,-7.10386677939524
" KIAA0430 ",-0.112713333333332,8.4339,-1.14202607560355,0.280108265728671,0.395019262379024,-7.10394872546832
" NUDT9 ",-0.0917733333333342,8.75124333333333,-1.14196017795045,0.280134394409841,0.395032207799502,-7.10402180874589
" RNU6-763P ",-0.0933633333333335,5.484235,-1.14190717326571,0.280155412366276,0.395037945188505,-7.10408059082615
" RSRC2 ",-0.122016666666665,5.50025166666667,-1.14172380951333,0.280228131174035,0.395116579145386,-7.10428392465751
" ZFP1 ",-0.0904066666666647,5.9807,-1.14160467941937,0.280275383993196,0.395159299179082,-7.10441601571919
" SNORA71B ",-0.0930666666666653,10.9819333333333,-1.14148199615184,0.280324052711296,0.395204010194905,-7.10455203545693
" TSPEAR ",0.0923333333333316,8.00136666666667,1.14135363198921,0.280374982153628,0.395230957017753,-7.10469434161281
" RN7SL277P ",0.0748533333333361,7.93643,1.14134834060334,0.28037708170642,0.395230957017753,-7.10470020744703
" EZH1 ",-0.126213333333334,7.37027,-1.14083649586955,0.280580233342917,0.395493407833285,-7.10526752073573
" C1R ",0.153473333333335,6.29496333333333,1.14063699510046,0.280659446655981,0.395581139526546,-7.10548858839565
" FGD2 ",-0.0824033333333345,6.896855,-1.1405342110055,0.280700264719204,0.395608965133922,-7.10560247229082
" LONP1 ",-0.0912966666666648,7.14941166666667,-1.14050180172392,0.280713136198773,0.395608965133922,-7.10563837986039
" MVP ",-0.086703333333336,9.52057833333333,-1.14037154803854,0.280764871656704,0.395653430266163,-7.10578268533675
" FBXL15 ",0.10247,7.991175,1.1403368896285,0.280778638889704,0.395653430266163,-7.10582108056757
" ZNF561 ",-0.192473333333333,4.96568333333333,-1.14022361236113,0.280823639297244,0.395692918269806,-7.10594656497052
" CGA ",-0.102206666666667,4.84153333333333,-1.13991920293098,0.280944596698739,0.395839421790442,-7.10628373107833
" ZCCHC8 ",-0.0837333333333365,11.8693666666667,-1.13974394169962,0.281014255466481,0.395913634295912,-7.10647782029025
" B3GNT5 ",-0.122286666666668,6.82983,-1.13960254320883,0.281070465131358,0.395968890885914,-7.10663439222142
" RPL18A ",0.078456666666666,9.516975,1.13954048718936,0.281095136835632,0.39597971315975,-7.10670310274046
" TFAP2E ",-0.103106666666664,5.36258,-1.1383652150537,0.281562712284922,0.396614416488859,-7.10800386013417
" NSUN5P1 ",-0.082609999999999,9.772655,-1.13806859725864,0.28168081633627,0.396756801012234,-7.10833198492527
" KCTD19 ",0.0745366666666678,7.511125,1.13791468966254,0.281742112892057,0.396819157914864,-7.10850221478073
" LINC00896 ",-0.100703333333332,6.53721166666667,-1.13773377618679,0.281814178408516,0.396896673887684,-7.1087022918908
" RNU1-122P ",-0.0895599999999988,8.90125666666667,-1.13765234633222,0.281846620090771,0.396918379121184,-7.10879233937843
" COL11A1 ",-0.0907200000000001,4.87067333333333,-1.13699292924668,0.282109439920016,0.397264498593185,-7.10952135903807
" CCBE1 ",0.0789833333333343,7.846025,1.13687923391189,0.282154774177936,0.397304333117759,-7.10964702220474
" SLC22A10 ",-0.0954899999999999,6.75486833333333,-1.13672155454658,0.282217655835999,0.397368869967356,-7.10982128324234
" RNA5SP43 ",0.0914033333333339,7.13087166666667,1.13665118054657,0.282245724141282,0.39738438398942,-7.10989905181258
" DPP6 ",-0.0772399999999989,6.47680333333333,-1.13630856642995,0.282382405251363,0.397552806958231,-7.11027761323231
" KCNB2 ",-0.0866366666666663,7.478105,-1.13610962300069,0.282461794742964,0.397640556298277,-7.11049738959112
" LOC441956 ",-0.0850466666666669,6.78370333333333,-1.13592841836147,0.282534120684761,0.397718351802846,-7.11069754379026
" SHMT1 ",-0.0942666666666652,7.49871333333333,-1.13586358839542,0.282560000412579,0.397730760334339,-7.11076914740534
" LTBP4 ",-0.106043333333336,9.13390166666667,-1.13577153647532,0.282596750168611,0.397758467068049,-7.11087081180404
" NWD2 ",0.116556666666666,8.46848166666667,1.13569947532264,0.28262552165155,0.397774941614293,-7.11095039347818
" GPR37 ",-0.0959933333333316,4.94297333333333,-1.13545832184668,0.282721822435577,0.397886451029889,-7.11121668616501
" HCN3 ",-0.0993033333333333,5.76372833333333,-1.13530132257254,0.282784531394558,0.397950674629451,-7.11139002851347
" MIEN1 ",0.0848333333333322,11.63675,1.13514044219454,0.282848801850554,0.39801708776978,-7.11156763680937
" IER3 ",0.104036666666667,9.13713166666667,1.13497423038321,0.282915214185013,0.398081425104931,-7.11175111051006
" APOBR ",0.13599,4.752355,1.13494052620859,0.282928682664572,0.398081425104931,-7.11178831249833
" RNA5SP40 ",-0.147279999999997,6.71342333333333,-1.13479049839454,0.28298864116724,0.3981234840457,-7.11195389984087
" SNORA28 ",-0.0964166666666673,7.52905166666667,-1.13478024655534,0.282992738670147,0.3981234840457,-7.11196521429216
" ST3GAL2 ",-0.098866666666666,10.2811666666667,-1.1344839028716,0.283111202774966,0.398263105967352,-7.11229224019323
" CDK9 ",0.0759899999999973,9.69281166666667,1.13444649444866,0.28312615964187,0.398263105967352,-7.11233351705055
" SCAMP1 ",-0.112013333333332,4.76861333333333,-1.13384644126851,0.283366161162099,0.398576651672,-7.11299547874979
" CASR ",-0.0791800000000009,7.51696666666667,-1.13373274688842,0.283411653110412,0.398616583129827,-7.11312087273665
" ABRA ",-0.094199999999999,4.74053666666667,-1.13358320959069,0.283471495403848,0.398676692214427,-7.11328578325343
" EBI3 ",-0.0827333333333327,6.56013333333333,-1.13334579460112,0.283566525173162,0.39878627902075,-7.11354757128089
" RN7SL192P ",0.0816666666666634,10.8109333333333,1.13308755516653,0.283669918617306,0.398907613926242,-7.11383227356049
" RGS3 ",-0.0887866666666675,9.36583,-1.13298012672774,0.28371293931108,0.398944040815888,-7.1139506958851
" CAPS ",0.0853733333333331,7.53359333333333,1.13292594402445,0.283734639203135,0.398950484791716,-7.11401042018778
" LOC338797 ",-0.078546666666667,7.29986,-1.13268449060253,0.28383135583549,0.399034242668636,-7.11427654174592
" CD37 ",0.122146666666667,5.91919666666667,1.13263422811221,0.283851492231933,0.399034242668636,-7.11433193380913
" HIST1H4F ",-0.12886,5.2173,-1.13259697865725,0.283866416005663,0.399034242668636,-7.11437298355894
" PSMD12 ",0.0968566666666666,7.188265,1.13256949338363,0.283877428211465,0.399034242668636,-7.11440327228997
" ARMCX5 ",-0.108133333333329,10.9815,-1.13254328767931,0.283887928058298,0.399034242668636,-7.11443215040926
" RNU6-189P ",-0.096683333333333,7.14626833333333,-1.13252081417867,0.283896932764033,0.399034242668636,-7.11445691531009
" PSD3 ",-0.0836533333333325,9.85928666666667,-1.13229414885709,0.283987765753763,0.39913784335904,-7.11470667024512
" LGR4 ",-0.0907033333333329,7.85772833333333,-1.13221262933283,0.284020439132176,0.399150943202359,-7.11479648444795
" PIGB ",-0.0979166666666655,5.92336833333333,-1.13218543866208,0.284031337924706,0.399150943202359,-7.11482644068175
" RNU6-209P ",-0.0821166666666668,5.109645,-1.13212026943933,0.284057460930332,0.399163586271751,-7.11489823600556
" HAO1 ",0.114466666666669,10.5622666666667,1.13201310212852,0.284100422905726,0.399199888868617,-7.11501629264993
" C4B ",-0.0843366666666672,8.17315166666667,-1.13191545684443,0.28413957204964,0.399218100437304,-7.11512385221753
" PLEKHG4 ",-0.0744633333333331,5.40021166666667,-1.13189533274926,0.28414764097286,0.399218100437304,-7.11514601869564
" LRRFIP2 ",-0.0886899999999997,4.83331833333333,-1.13161585715915,0.284259717560234,0.399351491089595,-7.11545382665162
" PHLPP1 ",-0.0781999999999989,12.3443666666667,-1.13140457458167,0.284344470016127,0.399435952338038,-7.11568648944582
" LMTK2 ",-0.0972599999999977,6.09667666666667,-1.13138053732956,0.284354113407677,0.399435952338038,-7.11571295696283
" MIR504 ",-0.207616666666666,5.88698166666667,-1.13086334134884,0.284561666771065,0.399703415140916,-7.11628233838999
" SLC22A3 ",-0.0810900000000006,7.57117166666667,-1.13080389782158,0.284585529346189,0.39971284394791,-7.11634776692924
" NDUFS6 ",-0.0876799999999989,7.90210666666667,-1.13062068044753,0.28465908863141,0.399792068618998,-7.11654941464873
" LGMN ",-0.105523333333332,6.65131833333333,-1.13044007975843,0.284731611898818,0.399869828785596,-7.11674815776267
" OR1A1 ",0.0797633333333359,9.47804166666667,1.13035222255781,0.28476689766835,0.399895287338448,-7.1168448318796
" RN7SL20P ",0.0878666666666685,11.2761333333333,1.1303016580513,0.284787207257724,0.399899713191696,-7.11690046815946
" RN7SKP154 ",0.0938133333333333,9.72913,1.13019854547669,0.284828626656346,0.399933779232451,-7.11701391727964
" TRIM52 ",-0.150293333333333,5.06729,-1.12999388494336,0.284910850908242,0.400025132657735,-7.11723907037197
" ATF2 ",-0.134536666666666,7.542415,-1.1297796165683,0.284996955075529,0.400121922290546,-7.11747475957545
" NPC2 ",-0.2806,5.31665666666667,-1.12943196407331,0.285136703175704,0.400294009210706,-7.11785709408723
" CAMK2N1 ",0.0935433333333329,5.02834166666667,1.12933578217592,0.285175375483673,0.400324186978135,-7.1179628550872
" IGKV5-2 ",-0.120543333333333,7.63652833333333,-1.12924878253199,0.285210359369686,0.400349183680394,-7.11805851334369
" FTH1P3 ",-0.0745066666666672,4.63353,-1.12912715573496,0.285259272983537,0.400393729324137,-7.11819223546203
